index,type,text,relevance
4821,Person,ed,0.620925
4821,Quantity,one year,0.617042
4821,Quantity,6 7%,0.6088
4821,Quantity,6 4%,0.577413
4821,Quantity,4 9%,0.242158
4821,Quantity,5 8%,0.217274
4821,Quantity,6 2%,0.19193
4821,Quantity,7 3%,0.139792
4821,Quantity,7 9%,0.112961
4822,Person,mgds iii,0.963296
4822,HealthCondition,malnutrition,0.297195
4822,Quantity,five kpas,0.150623
4822,Quantity,five years,0.077966
4823,Quantity,2 9%,0.953262
4823,Quantity,3 1%,0.874672
4823,Quantity,3 2%,0.791317
4823,Quantity,3 3%,0.702582
4823,Quantity,3 4%,0.607725
4823,Quantity,3 5%,0.505837
4825,Quantity,1 7 years,0.978348
4835,Broadcaster,swgs,0.978348
4836,Location,beira,0.958279
4836,Location,blantyre,0.949373
4836,Location,durban,0.24437
4837,Location,malawi,0.978348
4838,Quantity,2 km,0.978348
4839,Company,motpw,0.978348
4840,Quantity,4 8%,0.954265
4840,Quantity,5 1%,0.788275
4840,Quantity,5 3%,0.599492
4840,Quantity,5 6%,0.380645
4840,Quantity,5 8%,0.120311
4842,Quantity,500 mb,0.978348
4843,Quantity,1 0%,0.952545
4843,Quantity,2 0%,0.819071
4843,Quantity,3 0%,0.671226
4843,Location,malawi,0.64152
4843,Quantity,4 0%,0.505535
4843,Quantity,4 5%,0.317092
4843,Quantity,5 0%,0.098639
4844,Company,zonal information production studios,0.978348
4847,Company,hep coverage,0.978348
4848,Quantity,5%,0.993399
4848,Quantity,2 0%,0.794265
4849,HealthCondition,malaria,0.978348
4850,Quantity,6 5%,0.963296
4850,Quantity,5 2%,0.703772
4850,Quantity,7 5%,0.563608
4850,Quantity,8 5%,0.066695
4852,Location,malawi,0.9999
4853,Quantity,4 6 percent,0.958279
4853,Quantity,7 3 percent,0.919712
4853,Quantity,3 5 years,0.894008
4855,Quantity,1 5 years,0.963296
4855,Company,sdg,0.748849
4857,Quantity,3 8%,0.953262
4857,Quantity,5 0%,0.819687
4857,Quantity,7 0%,0.671731
4857,Quantity,8 5%,0.505915
4857,Quantity,9 0%,0.317331
4857,Quantity,9 5%,0.098714
4858,Quantity,3 3%,0.953262
4858,Quantity,4 0%,0.819688
4858,Quantity,4 5%,0.671731
4858,Quantity,5 0%,0.505915
4858,Quantity,5 5%,0.317331
4858,Quantity,6 0%,0.098713
4862,Quantity,3 5%,0.952545
4862,Organization,welfare services,0.834875
4862,Quantity,4 0%,0.819071
4862,Quantity,4 5%,0.671226
4862,Quantity,5 5%,0.505535
4862,Quantity,6 5%,0.317092
4862,Quantity,8 0%,0.09864
4863,Location,mogadishu,0.978348
4864,Quantity,4 4%,0.953262
4864,Quantity,4 5%,0.819688
4864,Quantity,4 7%,0.671731
4864,Quantity,4 8%,0.505915
4864,Quantity,5 0%,0.317331
4864,Quantity,5 1%,0.098714
4865,Quantity,1 3%,0.953262
4865,Quantity,3 5%,0.819688
4865,Quantity,5 0%,0.671731
4865,Quantity,6 0%,0.505915
4865,Quantity,7 0%,0.317331
4865,Quantity,8 0%,0.098714
4866,Location,sdg,0.952545
4866,Quantity,6 0%,0.300978
4866,Quantity,4 0%,0.250008
4866,Quantity,3 0%,0.197074
4866,Quantity,2 0%,0.142019
4866,Quantity,1 5%,0.084666
4866,Quantity,1 0%,0.024815
4868,Location,malawi,0.952545
4868,Quantity,5 0%,0.56121
4868,Quantity,5 5%,0.473157
4868,Quantity,6 0%,0.379073
4868,Quantity,6 5%,0.278072
4868,Quantity,7 0%,0.169054
4868,Quantity,7 5%,0.050636
4870,Quantity,1 5%,0.956845
4870,HealthCondition,aids,0.632497
4870,Quantity,6%,0.576807
4870,Quantity,8%,0.572764
4870,Quantity,1 0%,0.567354
4870,Quantity,1 2%,0.560562
4870,Location,malawi,0.12202
4871,Location,malawi,0.9999
4873,Organization,economics association,0.963296
4873,Location,malawi,0.368487
4874,Quantity,7 2%,0.95056
4874,Quantity,8 0%,0.939528
4874,Quantity,8 5%,0.928406
4874,Quantity,8 8%,0.917193
4874,Quantity,9 0%,0.905888
4874,Quantity,9 5%,0.894488
4874,Organization,commission of cooperation,0.444705
4874,Quantity,5 years,0.301832
4874,Quantity,5 5%,0.09348
4874,Quantity,4 1%,0.072797
4874,Quantity,3 2%,0.051797
4874,Quantity,2 5%,0.03047
4874,Quantity,2 0%,0.008806
4876,Quantity,3.6%,0.966306
4876,Quantity,2.4%,0.4119
4876,Quantity,3.0%,0.406147
4876,Quantity,3.3%,0.400369
4876,Person,millard,0.099533
4877,Person,millard,0.978348
4878,Organization,national parks and wildlife,0.978348
4880,Person,mgdsand ii,0.978348
4881,Quantity,4.5%,0.963296
4881,Quantity,6.0 percent,0.840538
4883,Person,mgds iii,0.978348
4884,Person,mgds iii,0.963296
4884,Quantity,five years,0.558513
4885,Person,mgds iii,0.978348
4887,Location,malawi,0.988382
4887,Organization,un,0.54435
4887,Quantity,fifteen years,0.36709
4888,Organization,sdgs,0.9999
4889,Location,africa,0.968313
4889,Organization,au,0.91763
4889,Organization,african union au,0.882583
4890,Location,africa,0.978348
4891,Location,tanzania,0.963296
4891,Location,south africa,0.809689
4892,Company,ipo,0.978348
4895,Location,malawi,0.978348
4896,Location,africa,0.978348
4897,Location,malawi,0.978348
4898,Organization,icpd,0.963296
4898,Location,malawi,0.406379
4899,Organization,icpd,0.963296
4899,Location,malawi,0.253693
4900,Location,malawi,0.963296
4900,Quantity,five year,0.209479
4903,Location,malawi,0.963296
4903,Organization,government,0.765179
4905,Location,malawi,0.978348
4905,Organization,rep,0.157268
4908,Location,malawi,0.958279
4908,Quantity,3 8 percent,0.122369
4908,Quantity,2 8 percent,0.049336
4909,Quantity,6 percent,0.963296
4909,Quantity,ten years,0.687774
4910,Quantity,2 0 percent,0.963296
4910,Quantity,2 2 percent,0.391948
4912,Location,malawi,0.963296
4912,Quantity,7 9.6 percent,0.878109
4912,Quantity,6 4.1 percent,0.838407
4912,Quantity,2 0.4 percent,0.073774
4914,Quantity,3 0 years,0.963296
4914,Quantity,7 0 percent,0.919522
4915,Quantity,5 0.7 percent,0.953718
4915,Quantity,$1,0.560987
4915,Quantity,5 2.4 percent,0.524859
4915,Quantity,2 2.4 percent,0.49501
4915,Quantity,25 percent,0.490229
4915,Quantity,5 7.0 percent,0.413172
4915,Quantity,4 3.0 percent,0.385105
4915,Quantity,8 0 percent,0.271072
4915,Quantity,2.8 percent,0.157369
4915,Quantity,5 2 percent,0.096983
4915,Location,malawi,0.090081
4916,Quantity,4 6 percent,0.978348
4917,Quantity,3.7 7%,0.952007
4917,Quantity,1 5%,0.88313
4917,Location,malawi,0.604976
4917,Quantity,3.3%,0.590326
4917,Location,blantyre,0.449513
4917,Location,lilongwe,0.442037
4917,Company,isuzu,0.371673
4917,Quantity,five years,0.166695
4918,Location,malawi,0.978348
4922,Quantity,9 0 percent,0.978348
4924,Location,malawi,0.956845
4924,HealthCondition,schistosomiasis,0.851362
4924,HealthCondition,malnutrition,0.70241
4924,HealthCondition,tuberculosis,0.699871
4924,HealthCondition,malaria,0.672652
4924,HealthCondition,hiv,0.610743
4924,HealthCondition,aids,0.581851
4926,Location,malawi,0.993399
4926,Quantity,two decades,0.424479
4927,Person,mgds iii,0.978348
4928,Organization,government,0.978348
4930,Organization,government,0.978348
4932,Quantity,6 percent,0.978348
4933,Organization,mgds iii,0.978348
4935,Location,malawi,0.978348
4936,Company,andor,0.978348
4937,Location,malawi,0.978348
4938,Organization,ogp,0.978348
4939,Organization,government,0.978348
4940,Organization,department responsible for procurement of public goods and services,0.978348
4942,Organization,inter,0.978348
4944,Organization,central government,0.978348
4945,Person,mads,0.978348
4946,Organization,pf,0.963296
4946,Person,mofepd,0.603736
4948,Location,malawi,0.978348
4949,Person,mgds iii,0.978348
4950,Quantity,$38 0,0.954265
4950,Quantity,1 6%,0.749707
4950,Quantity,3 3%,0.490625
4950,Quantity,2 4%,0.46203
4950,Quantity,1 1%,0.355693
4951,Quantity,1 1%,0.978348
4952,Quantity,1 5 percent,0.958279
4952,Quantity,seven years,0.725897
4952,Organization,government,0.091702
4956,Organization,government,0.978348
4957,Location,malawi,0.963296
4957,Organization,government,0.331169
4961,Quantity,2 1.8 percent,0.954265
4961,Company,reserve bank of malawi,0.823601
4961,Quantity,2 2 percent,0.711857
4961,Quantity,five years,0.502101
4961,Quantity,7.1%,0.082035
4963,Organization,mgds iii,0.958279
4963,Person,mgds iii,0.783239
4963,Company,isis model,0.311076
4966,HealthCondition,hiv,0.963296
4966,HealthCondition,aids,0.873118
4969,Location,malawi,0.95577
4969,Quantity,2 8 percent,0.917567
4969,Quantity,8 0%,0.78965
4969,Quantity,6 4.1%,0.464394
4974,Location,malawi,0.978348
4975,Organization,government,0.963296
4975,Location,malawi,0.019024
4981,Location,malawi,0.978348
4982,Quantity,1 6%,0.95577
4982,Location,malawi,0.942909
4982,Quantity,8%,0.850664
4982,Quantity,2 0.4%,0.724966
4984,Location,malawi,0.978348
4985,Quantity,6 5.7 5%,0.95577
4985,Location,malawi,0.821207
4985,Quantity,7 3%,0.559169
4985,Quantity,5 9%,0.408633
4990,Location,malawi,0.978348
4991,Quantity,8 9%,0.954265
4991,Quantity,3%,0.890877
4991,Quantity,60 0 megawatts,0.797697
4991,Location,malawi,0.71545
4991,Quantity,351 mw,0.69775
4993,Quantity,7%,0.958279
4993,Quantity,6.2%,0.939138
4993,Location,malawi,0.412898
4994,Location,malawi,0.968313
4994,Quantity,7.2%,0.533446
4994,Quantity,6.2%,0.461909
4996,GeographicFeature,multan mountain,0.95577
4996,Location,malawi,0.861815
4996,Location,multan,0.670006
4996,Location,africa,0.159658
4999,Quantity,8 5%,0.958279
4999,Quantity,1 9%,0.722277
4999,Quantity,4 0%,0.605791
5001,Company,tele,0.978348
5002,Location,malawi,0.978348
5003,Quantity,1 0.6%,0.952007
5003,Quantity,8.8%,0.943238
5003,Quantity,5 7 years,0.638596
5003,Location,malawi,0.630501
5003,Quantity,6 0 years,0.608993
5003,HealthCondition,hiv,0.496401
5003,Location,saharan,0.470752
5003,Location,africa,0.265663
5004,Quantity,$3 9,0.953262
5004,Location,malawi,0.915102
5004,Quantity,$22 9,0.90006
5004,Quantity,$77 5 million,0.631727
5004,Location,southern africa,0.565206
5004,Quantity,$17 7 million,0.259935
5006,Organization,christian health association,0.963296
5006,Location,malawi,0.514659
5008,Quantity,5 km,0.963296
5008,Company,hp,0.43515
5016,Location,malawi,0.978348
5026,Location,malawi,0.978348
5029,HealthCondition,albinism,0.978348
5030,Quantity,7 6%,0.963296
5030,Location,lilongwe,0.660547
5031,Location,malawi,0.978348
5034,Location,malawi,0.978348
5036,Person,plhiv,0.95577
5036,Quantity,5 1%,0.937836
5036,HealthCondition,hiv,0.663222
5036,HealthCondition,aids,0.477083
5038,Quantity,1 5.6 percent,0.952007
5038,Quantity,6 2.5 percent,0.760337
5038,Quantity,6 2.6 percent,0.73087
5038,Quantity,five years,0.540863
5038,Quantity,7.8 percent,0.539414
5038,Organization,dhs,0.5285
5038,HealthCondition,anaemia,0.52353
5038,Quantity,62 3 months,0.483111
5039,HealthCondition,malnutrition,0.956272
5039,Quantity,2 4 percent,0.519326
5039,HealthCondition,obesity,0.502939
5039,Quantity,1 7 percent,0.501112
5039,Location,malawi,0.481049
5039,HealthCondition,respiratory diseases,0.45812
5039,HealthCondition,heart disease,0.424942
5039,HealthCondition,diarrhoea,0.412425
5039,HealthCondition,malaria,0.358454
5039,Quantity,6 percent,0.285938
5039,Quantity,3 percent,0.269268
5039,HealthCondition,mellitus,0.246792
5039,HealthCondition,stroke,0.194286
5039,HealthCondition,diabetes,0.175868
5039,HealthCondition,cancer,0.154303
5041,Quantity,62 4 months,0.958279
5041,Quantity,6 months,0.487832
5041,HealthCondition,malnutrition,0.080912
5045,HealthCondition,ncds,0.978348
5048,Location,malawi,0.978348
5050,Person,mgds iii,0.978348
5052,Broadcaster,swgs,0.978348
5055,Organization,np,0.978348
5058,Person,mgds iii,0.953262
5058,Organization,sdgs,0.587268
5058,Organization,aba,0.511661
5058,Location,malawi,0.201846
5058,Organization,government,0.145133
5058,Organization,dc,0.103662
5060,Organization,aba,0.958279
5060,Location,malawi,0.427581
5060,Location,africa,0.396193
5061,Location,malawi,0.978348
5063,Location,malawi,0.978348
5067,Organization,m&e division of the mofepd,0.978348
5069,Location,mecca,0.978348
5072,Organization,cos,0.978348
5073,Company,national m,0.958279
5073,Organization,twig,0.512851
5073,Organization,steering committee,0.027536
5076,Quantity,three years,0.978348
5078,Company,mofepd,0.978348
5079,Organization,treasury,0.978348
5082,PrintMedia,the district m&e officers,0.978348
5084,Organization,office of the president and cabinet,0.963296
5084,Location,pa,0.877117
5085,Quantity,1 5 days,0.978348
5086,Quantity,3 years,0.978348
5087,GeographicFeature,shire valley,0.978348
5088,GeographicFeature,lake shore,0.978348
5090,Quantity,one hectare,0.978348
5091,Company,blantyre water,0.963296
5091,Location,india,0.017337
5099,Location,lake malawi,0.963296
